minutes,apigateway_api_gateway,blocklatency_disk sda,customersservice_customers_service,iowait_cpu 0,iowait_cpu 1,iowait_cpu 2,iowait_cpu 3,iowait_cpu 4,iowait_cpu 5,iowait_cpu 6,iowait_cpu 7,irq_cpu 0,irq_cpu 1,irq_cpu 2,irq_cpu 3,irq_cpu 4,irq_cpu 5,irq_cpu 6,irq_cpu 7,memavailable_mem_available,memcache_mem_cache,memutil_mem_util,readbytes_openeuler-home,readbytes_openeuler-root,readbytes_openeuler-swap,readbytes_sda,srtt_SRTT_cumulative,system_cpu 0,system_cpu 1,system_cpu 2,system_cpu 3,system_cpu 4,system_cpu 5,system_cpu 6,system_cpu 7,user_cpu 0,user_cpu 1,user_cpu 2,user_cpu 3,user_cpu 4,user_cpu 5,user_cpu 6,user_cpu 7,utilization_cpu 0,utilization_cpu 1,utilization_cpu 2,utilization_cpu 3,utilization_cpu 4,utilization_cpu 5,utilization_cpu 6,utilization_cpu 7,vetsservice_vets_service,visitsservice_visits_service,writebytes_openeuler-home,writebytes_openeuler-root,writebytes_openeuler-swap,writebytes_sda,source,service,Failure
109.8,0.0,13.0,0.0,4.0,2.0,4.0,8.0,13.0,4.0,2.0,1.0,423.0,433.0,454.0,478.0,420.0,447.0,460.0,436.0,10354071.0,2082562.0,57.8,8268.0,0.0,721.3,87218.0,2761.1,1130.0,1146.0,1031.0,1187.0,1056.0,1098.0,1005.0,990.0,35336.0,36280.0,36962.0,38394.0,36604.0,37118.0,39284.0,40417.0,63.5,64.0,66.2,68.6,64.5,65.3,70.4,70.7,0.0,0.0,672351.0,4081688.0,1815806.0,4714674.0,MEM_STRESS,gateway,0
110.0,0.0,13.0,6.0,5.0,2.0,4.0,8.0,13.0,4.0,2.0,1.0,423.0,431.0,452.0,479.0,420.0,448.0,459.0,436.0,10360229.0,2082800.0,57.8,8268.0,0.0,721.3,0.0,2975.4,1130.0,1146.0,1004.0,1193.0,1025.0,1098.0,1280.0,1070.0,35784.0,36480.0,36795.0,38401.0,36738.0,38350.0,39158.0,40426.0,63.8,63.9,66.0,68.6,64.6,65.5,70.0,70.7,0.0,0.0,672924.0,4069630.0,1815806.0,4714674.0,MEM_STRESS,gateway,0
110.2,0.0,13.0,6.0,7.0,2.0,4.0,8.0,10.0,7.0,9.0,1.0,428.0,450.0,412.0,480.0,420.0,462.0,466.0,454.0,10333853.0,2080653.0,58.0,8268.0,0.0,721.3,0.0,3001.9,1150.0,1165.0,961.0,1232.0,1025.0,1058.0,1280.0,1070.0,36404.0,37002.0,34813.0,39382.0,37045.0,39001.0,38292.0,40542.0,64.8,65.8,62.5,70.2,65.1,68.7,68.6,71.5,0.0,0.0,734859.0,4066574.0,1815806.0,4712313.0,MEM_STRESS,gateway,0
110.5,0.0,13.0,6.0,7.0,2.0,4.0,8.0,10.0,8.0,9.0,1.0,429.0,455.0,410.0,480.0,420.0,465.0,469.0,460.0,10333398.0,2081432.0,58.0,0.0,0.0,721.3,0.0,2968.2,1144.0,1175.0,1014.0,1238.0,1020.0,1053.0,1280.0,1070.0,36422.0,37018.0,34829.0,39726.0,37171.0,39378.0,38317.0,40507.0,65.1,66.5,62.7,70.5,65.3,70.0,68.3,71.7,0.0,0.0,739787.0,3877756.0,1815806.0,4548608.0,MEM_STRESS,gateway,0
110.8,0.0,13.0,6.0,8.0,2.0,4.0,8.0,8.0,9.0,10.0,1.0,435.0,482.0,411.0,480.0,420.0,476.0,471.0,467.0,10266370.0,2085656.0,58.1,0.0,0.0,721.3,0.0,2993.6,1145.0,1180.0,1081.0,1208.0,1015.0,1085.0,1251.0,1081.0,37040.0,37300.0,35881.0,39834.0,37350.0,40172.0,38612.0,40420.0,65.9,66.9,64.8,70.8,65.4,70.6,69.3,72.0,0.0,0.0,713116.0,3834659.0,1815806.0,4548608.0,MEM_STRESS,gateway,0
111.0,0.0,13.0,0.0,8.0,2.0,4.0,8.0,8.0,9.0,10.0,1.0,438.0,490.0,411.0,482.0,420.0,481.0,471.0,467.0,10256090.0,2090673.0,58.1,0.0,0.0,721.3,0.0,2838.2,1565.0,1735.0,1322.0,1720.0,1555.0,1720.0,1675.0,1610.0,37593.0,37926.0,35918.0,39959.0,37958.0,41069.0,38655.0,40172.0,66.2,67.0,64.9,71.3,65.5,70.6,69.8,72.0,0.0,0.0,681984.0,3701819.0,1815806.0,4548608.0,MEM_STRESS,gateway,0
111.2,0.0,13.0,0.0,8.0,2.0,4.0,8.0,8.0,9.0,8.0,1.0,467.0,672.0,449.0,513.0,446.0,577.0,499.0,472.0,10337451.0,2091258.0,57.5,0.0,5287936.0,721.3,0.0,2820.8,1565.0,1735.0,1744.0,1732.0,1555.0,1720.0,1675.0,1610.0,38235.0,38431.0,37350.0,40504.0,38743.0,41220.0,40192.0,39792.0,68.3,70.0,67.4,73.1,68.8,74.0,71.8,71.7,0.0,0.0,681984.0,3699407.0,1815806.0,4548608.0,MEM_STRESS,gateway,0
111.5,0.0,13.0,0.0,8.0,2.0,4.0,8.0,8.0,9.0,8.0,1.0,491.0,747.0,453.0,521.0,455.0,637.0,502.0,473.0,10346286.0,2092963.0,57.4,0.0,5287936.0,721.3,15202304.0,2879.9,1565.0,1735.0,1826.0,1745.0,1555.0,1720.0,1675.0,1610.0,38558.0,38608.0,37211.0,40535.0,38708.0,41366.0,40453.0,39644.0,69.0,70.5,67.9,73.4,69.5,74.6,73.5,71.6,0.0,0.0,681984.0,3366073.0,1815806.0,4573184.0,MEM_STRESS,gateway,0
111.8,0.0,13.0,0.0,8.0,2.0,4.0,9.0,9.0,9.0,8.0,1.0,495.0,714.0,454.0,529.0,457.0,641.0,501.0,474.0,10657200.0,2109485.0,56.4,0.0,5287936.0,721.3,15202304.0,2898.4,2020.0,1735.0,1691.0,2290.0,1555.0,1720.0,1675.0,1610.0,38420.0,38338.0,37486.0,40300.0,38216.0,41538.0,40608.0,39657.0,69.2,69.8,68.4,72.7,68.7,75.4,73.0,71.6,0.0,0.0,681984.0,3447035.0,1815806.0,4564992.0,MEM_STRESS,gateway,0
112.0,0.0,13.0,0.0,8.0,2.0,4.0,10.0,9.0,9.0,9.0,4.0,492.0,705.0,455.0,529.0,461.0,641.0,501.0,474.0,10658343.0,2124514.0,56.5,11364352.0,5287936.0,721.3,15202304.0,2922.1,1860.0,1750.0,1687.0,1790.0,1840.0,1980.0,1760.0,1870.0,37987.0,38269.0,37942.0,40304.0,38002.0,41469.0,40620.0,39678.0,69.1,69.7,68.8,72.6,68.7,75.4,73.0,71.5,0.0,0.0,951296.0,3604897.0,1815806.0,4564992.0,MEM_STRESS,gateway,0
112.2,0.0,13.0,0.0,18.0,12.0,7.0,16.0,17.0,10.0,17.0,17.0,483.0,585.0,470.0,529.0,470.0,629.0,499.0,474.0,10517049.0,2162175.0,57.1,11364352.0,188520448.0,721.3,15202304.0,2921.7,1860.0,1750.0,1589.0,1790.0,1840.0,1980.0,1760.0,1870.0,37731.0,38305.0,38784.0,40311.0,37460.0,41346.0,40686.0,39694.0,68.4,69.1,70.1,72.4,68.0,74.5,72.9,71.4,0.0,0.0,976896.0,3638179.0,1815806.0,4564992.0,MEM_STRESS,gateway,0
112.5,0.0,13.0,0.0,23.0,16.0,7.0,16.0,17.0,11.0,18.0,18.0,481.0,578.0,475.0,529.0,474.0,627.0,498.0,474.0,10495122.0,2167141.0,57.3,11364352.0,188520448.0,721.3,206821376.0,2888.1,1896.0,1750.0,1581.0,1792.0,1840.0,1980.0,1760.0,1870.0,37701.0,38333.0,39018.0,40337.0,37436.0,41235.0,40653.0,39708.0,68.5,69.0,70.5,72.5,67.8,74.1,72.7,71.4,0.0,0.0,976896.0,4529298.0,1815806.0,21039104.0,MEM_STRESS,gateway,0
112.8,0.0,13.0,0.0,32.0,18.0,8.0,15.0,13.0,12.0,16.0,14.0,478.0,572.0,480.0,529.0,474.0,625.0,496.0,474.0,10039677.0,2379190.0,58.7,11364352.0,188520448.0,721.3,206821376.0,2842.1,1866.0,1755.0,1625.0,1818.0,1757.0,1466.0,1476.0,1667.0,37977.0,38484.0,39210.0,40319.0,37891.0,40970.0,40625.0,39726.0,68.8,69.0,70.1,72.8,67.1,74.2,72.6,71.3,0.0,0.0,976896.0,4591832.0,1815806.0,21039104.0,MEM_STRESS,gateway,0
113.0,0.0,13.0,6.0,32.0,18.0,8.0,14.0,11.0,12.0,16.0,12.0,477.0,571.0,479.0,529.0,466.0,620.0,496.0,473.0,9859428.0,2519945.0,59.1,4419584.0,188520448.0,721.3,207077376.0,2808.9,1875.0,1769.0,1701.0,1896.0,1757.0,1463.0,1486.0,1674.0,38434.0,38726.0,39240.0,40325.0,38034.0,39898.0,40461.0,39727.0,69.0,69.0,70.2,72.9,67.2,74.1,72.4,71.3,0.0,0.0,19996672.0,4357424.0,1815806.0,21039104.0,MEM_STRESS,gateway,0
113.2,0.0,13.0,6.0,11.0,5.0,8.0,10.0,2.0,9.0,16.0,1.0,477.0,523.0,464.0,531.0,451.0,598.0,491.0,469.0,9779344.0,2555382.0,60.0,4419584.0,15374336.0,721.3,207199232.0,2821.7,1963.0,1868.0,1822.0,1948.0,1792.0,1770.0,1750.0,1698.0,38721.0,39265.0,39535.0,40770.0,38714.0,39161.0,39623.0,39722.0,69.7,70.0,71.5,74.1,68.8,71.5,72.1,71.3,0.0,0.0,19996672.0,4357424.0,1815806.0,21039104.0,MEM_STRESS,gateway,0
113.5,0.0,13.0,6.0,6.0,3.0,8.0,10.0,1.0,9.0,16.0,1.0,477.0,504.0,461.0,530.0,448.0,588.0,489.0,468.0,9775689.0,2555382.0,60.0,4424704.0,15374336.0,721.3,3663872.0,2867.8,1956.0,1848.0,1815.0,1970.0,1787.0,1770.0,1750.0,1688.0,38729.0,39275.0,39651.0,40768.0,38757.0,38787.0,39772.0,39729.0,69.7,70.1,71.8,74.1,69.1,71.1,71.8,71.2,0.0,0.0,19996672.0,4081555.0,1815806.0,16146432.0,MEM_STRESS,gateway,0
113.8,0.0,13.0,6.0,5.0,2.0,8.0,9.0,3.0,9.0,16.0,2.0,477.0,490.0,455.0,530.0,440.0,596.0,488.0,467.0,9547701.0,2573631.0,60.7,4429824.0,15374336.0,721.3,3663872.0,2956.4,1847.0,1777.0,1683.0,1891.0,1905.0,1770.0,1870.0,1659.0,38490.0,39028.0,39124.0,40419.0,38390.0,38576.0,39739.0,39756.0,69.3,69.7,71.3,73.3,68.7,70.5,70.6,71.1,0.0,0.0,19996672.0,4073696.0,1815806.0,16146432.0,MEM_STRESS,gateway,0
114.0,0.0,12.0,0.0,5.0,2.0,8.0,8.0,4.0,9.0,13.0,2.0,476.0,489.0,455.0,530.0,439.0,596.0,485.0,467.0,9504861.0,2571073.0,60.8,10240.0,15558656.0,721.3,3663872.0,3344.6,1806.0,1753.0,1577.0,1586.0,1320.0,1490.0,1390.0,1654.0,37744.0,38638.0,39049.0,40360.0,38332.0,38484.0,39739.0,39771.0,68.9,69.7,71.2,72.8,68.5,70.4,70.6,71.0,0.0,0.0,6000640.0,4082462.0,1815806.0,16146432.0,MEM_STRESS,gateway,0
114.2,0.0,12.0,0.0,7.0,2.0,8.0,1.0,16.0,5.0,2.0,8.0,461.0,475.0,451.0,479.0,436.0,537.0,475.0,461.0,9646994.0,2572999.0,60.1,10240.0,966656.0,721.3,3542016.0,3415.2,1534.0,1460.0,1370.0,1401.0,1320.0,1490.0,1390.0,1405.0,37363.0,38248.0,39119.0,39225.0,38175.0,38325.0,39680.0,39850.0,67.5,68.5,70.6,70.0,67.9,69.2,69.6,70.8,0.0,0.0,6000640.0,4089872.0,1815806.0,8826077.0,MEM_STRESS,gateway,0
114.5,0.0,12.0,0.0,7.0,2.0,8.0,1.0,18.0,4.0,1.0,9.0,457.0,476.0,451.0,472.0,434.0,520.0,472.0,457.0,9688335.0,2572999.0,60.0,5120.0,966656.0,721.3,633856.0,3394.6,1442.0,1420.0,1356.0,1370.0,1320.0,1490.0,1390.0,1327.0,37238.0,38209.0,38960.0,38872.0,38086.0,38400.0,39603.0,39779.0,66.8,68.1,69.9,69.4,67.8,68.4,70.4,70.4,0.0,0.0,6000640.0,4417011.0,1815806.0,8871802.0,MEM_STRESS,gateway,0
114.8,0.0,12.0,0.0,8.0,2.0,8.0,1.0,12.0,4.0,2.0,8.0,453.0,479.0,450.0,463.0,429.0,509.0,463.0,452.0,10017834.0,2575741.0,58.3,0.0,966656.0,721.3,633856.0,3338.1,1342.0,1406.0,1316.0,1319.0,1313.0,1405.0,1306.0,1274.0,37280.0,38120.0,38837.0,38286.0,37843.0,38071.0,39374.0,39457.0,66.6,67.6,68.7,69.0,67.7,68.0,69.8,70.0,0.0,0.0,4817693.0,4460759.0,1815806.0,9284855.0,MEM_STRESS,gateway,0
115.0,0.0,12.0,330.0,8.0,2.0,8.0,1.0,10.0,4.0,2.0,7.0,453.0,478.0,449.0,462.0,426.0,508.0,455.0,452.0,10300116.0,2574104.0,57.6,0.0,782336.0,721.3,633856.0,3178.7,1328.0,1332.0,1317.0,1318.0,1299.0,1368.0,1298.0,1270.0,37668.0,38009.0,38639.0,38286.0,37839.0,37842.0,39122.0,39208.0,66.6,67.5,68.5,69.0,67.7,67.9,69.6,69.4,0.0,0.0,4839142.0,4365648.0,1815806.0,8880170.0,MEM_STRESS,gateway,0
115.2,0.0,12.0,330.0,8.0,7.0,8.0,1.0,1.0,7.0,2.0,0.0,446.0,451.0,426.0,426.0,416.0,472.0,428.0,440.0,10371470.0,2573918.0,57.3,0.0,598016.0,721.3,512000.0,3159.6,1193.0,1415.0,1334.0,1338.0,1201.0,1233.0,1213.0,1270.0,38083.0,37789.0,38196.0,38421.0,37780.0,37521.0,38238.0,38034.0,67.3,67.0,68.6,68.6,67.0,66.6,68.1,67.8,0.0,0.0,4096258.0,4365272.0,1815806.0,7118177.0,MEM_STRESS,gateway,0
115.5,0.0,13.0,330.0,8.0,7.0,8.0,1.0,1.0,8.0,2.0,0.0,441.0,446.0,424.0,425.0,412.0,459.0,420.0,433.0,10371470.0,2574618.0,57.3,0.0,122880.0,721.3,512000.0,3078.6,1162.0,1415.0,1342.0,1330.0,1192.0,1205.0,1210.0,1270.0,38033.0,37687.0,38180.0,38440.0,37787.0,37422.0,38154.0,37953.0,67.2,66.7,68.4,68.4,66.9,66.5,67.6,67.2,0.0,0.0,3258007.0,4354853.0,1815806.0,7171030.0,MEM_STRESS,gateway,0
115.8,0.0,13.0,330.0,8.0,8.0,8.0,1.0,2.0,9.0,2.0,2.0,436.0,446.0,425.0,425.0,409.0,448.0,419.0,428.0,10403514.0,2573761.0,57.2,0.0,122880.0,721.3,999424.0,3086.0,1154.0,1415.0,1335.0,1309.0,1202.0,1177.0,1183.0,1270.0,37462.0,37534.0,38342.0,38380.0,37840.0,37384.0,38163.0,38236.0,66.2,66.6,68.7,68.0,66.7,66.1,67.4,67.5,0.0,0.0,2842087.0,4228640.0,1815806.0,7376896.0,MEM_STRESS,gateway,0
116.0,0.0,13.0,0.0,8.0,8.0,8.0,1.0,2.0,9.0,2.0,2.0,434.0,446.0,425.0,425.0,409.0,447.0,419.0,428.0,10376946.0,2572606.0,57.2,20480.0,122880.0,721.3,573345.0,2975.1,1475.0,1250.0,1380.0,1284.0,1155.0,1177.0,1183.0,1269.0,36758.0,37225.0,38342.0,38349.0,37841.0,37408.0,37981.0,38235.0,65.9,66.5,68.9,67.9,66.7,66.1,67.4,67.5,0.0,0.0,3353600.0,4194316.0,1815806.0,7376896.0,MEM_STRESS,gateway,0
116.2,0.0,13.0,0.0,5.0,2.0,8.0,1.0,2.0,9.0,9.0,2.0,423.0,432.0,443.0,424.0,418.0,428.0,423.0,428.0,10280042.0,2571714.0,58.0,15249.0,122880.0,721.3,655071.0,3085.2,1475.0,1250.0,1380.0,1170.0,1155.0,1188.0,1167.0,1213.0,36235.0,36801.0,39124.0,38086.0,37809.0,37595.0,37666.0,38589.0,64.1,66.0,69.7,67.3,66.7,66.6,66.8,68.2,0.0,0.0,3353600.0,4150157.0,1815806.0,7376896.0,MEM_STRESS,gateway,0
116.5,0.0,13.0,0.0,4.0,2.0,8.0,1.0,2.0,9.0,9.0,2.0,420.0,428.0,447.0,421.0,420.0,423.0,426.0,428.0,10239448.0,2571918.0,58.3,15592.0,860160.0,721.3,534749.0,3110.9,1475.0,1250.0,1380.0,1173.0,1155.0,1186.0,1164.0,1206.0,36100.0,36644.0,39156.0,38072.0,37822.0,37675.0,37731.0,38528.0,64.1,65.5,69.8,67.1,66.4,66.7,66.9,68.3,0.0,0.0,3353600.0,4152384.0,1815806.0,7376896.0,MEM_STRESS,gateway,0
116.8,0.0,13.0,0.0,5.0,2.0,8.0,2.0,2.0,9.0,8.0,2.0,422.0,425.0,450.0,421.0,420.0,422.0,431.0,428.0,9839644.0,2589507.0,60.1,13509.0,625019.0,721.3,534749.0,3151.1,1475.0,1210.0,1380.0,1169.0,1155.0,1174.0,1148.0,1201.0,36363.0,36635.0,38652.0,38057.0,37904.0,37925.0,38174.0,38387.0,64.6,65.5,68.4,67.9,66.0,66.5,67.7,67.9,0.0,0.0,3353600.0,4430035.0,1815806.0,6414336.0,MEM_STRESS,gateway,0
117.0,0.0,13.0,12.0,5.0,2.0,8.0,3.0,2.0,9.0,7.0,2.0,423.0,423.0,451.0,421.0,420.0,423.0,432.0,428.0,9714386.0,2594634.0,60.4,11666.0,609542.0,721.3,271042.0,3270.8,1170.0,1210.0,1360.0,1225.0,1110.0,1270.0,1235.0,1225.0,36438.0,36630.0,38616.0,38057.0,37970.0,38398.0,38693.0,38182.0,64.6,65.5,68.4,68.0,66.0,66.6,67.8,67.8,0.0,0.0,2661376.0,4423054.0,1815806.0,6414336.0,MEM_STRESS,gateway,0
117.2,0.0,13.0,12.0,7.0,7.0,14.0,9.0,2.0,5.0,1.0,8.0,429.0,455.0,467.0,436.0,420.0,433.0,458.0,428.0,9662324.0,2572234.0,60.6,7363.0,599505.0,721.3,377856.0,3285.1,1170.0,1194.0,1360.0,1225.0,1110.0,1195.0,1187.0,1225.0,36494.0,36616.0,38395.0,38785.0,38176.0,38902.0,39567.0,37824.0,65.1,65.5,69.0,69.4,67.5,68.1,69.8,66.9,0.0,0.0,1941504.0,4331465.0,1815806.0,6414336.0,MEM_STRESS,gateway,0
117.5,0.0,13.0,12.0,7.0,7.0,19.0,9.0,2.0,4.0,0.0,9.0,430.0,455.0,474.0,441.0,420.0,437.0,464.0,428.0,9658736.0,2574921.0,60.6,6739.0,599505.0,721.3,377856.0,3296.3,1170.0,1190.0,1360.0,1225.0,1110.0,1120.0,1140.0,1225.0,36561.0,36524.0,38271.0,38829.0,38148.0,38929.0,39694.0,37686.0,65.4,65.5,69.0,69.4,67.7,68.4,70.0,66.9,0.0,0.0,1941504.0,4323174.0,1815806.0,6414336.0,MEM_STRESS,gateway,0
117.8,0.0,13.0,12.0,8.0,8.0,26.0,8.0,2.0,4.0,3.0,8.0,435.0,447.0,479.0,444.0,420.0,438.0,455.0,428.0,9660696.0,2558128.0,60.7,0.0,240030.0,721.3,377856.0,3249.9,1143.0,1191.0,1335.0,1225.0,1162.0,1120.0,1140.0,1225.0,36696.0,36126.0,38007.0,38113.0,37444.0,38715.0,39420.0,37538.0,66.0,65.5,69.0,69.3,67.7,68.5,70.2,67.1,0.0,0.0,1941504.0,4072264.0,1815806.0,5943296.0,MEM_STRESS,gateway,0
118.0,0.0,13.0,0.0,8.0,8.0,26.0,8.0,2.0,4.0,3.0,8.0,435.0,1900.0,479.0,444.0,420.0,438.0,453.0,428.0,9683386.0,2558969.0,60.6,0.0,168176.0,721.3,377856.0,3269.6,1797.0,1907.0,1957.0,3967.0,2690.0,1645.0,1910.0,1805.0,36847.0,34915.0,37685.0,37711.0,37060.0,38332.0,39168.0,37445.0,66.0,65.5,69.0,69.3,67.8,68.6,70.2,67.1,0.0,0.0,2080768.0,4046614.0,1815806.0,5943296.0,MEM_STRESS,gateway,0
118.2,0.0,13.0,0.0,8.0,8.0,26.0,8.0,2.0,4.0,2.0,8.0,435.0,1900.0,483.0,446.0,420.0,438.0,509.0,434.0,9696425.0,2580238.0,60.4,0.0,147178.0,721.3,377856.0,3285.0,1735.0,1865.0,1955.0,3965.0,2690.0,1645.0,1910.0,1805.0,37069.0,34183.0,37274.0,35389.0,35882.0,38064.0,38468.0,36614.0,67.4,66.6,69.1,70.4,67.9,68.7,70.8,67.3,0.0,0.0,2080768.0,3984775.0,1815806.0,5943296.0,MEM_STRESS,gateway,0
118.5,0.0,13.0,0.0,8.0,8.0,13.0,1.0,2.0,7.0,2.0,0.0,436.0,1900.0,483.0,447.0,420.0,438.0,518.0,435.0,9711120.0,2584880.0,60.3,0.0,147178.0,721.3,499712.0,3287.6,1735.0,1865.0,1955.0,3965.0,2690.0,1645.0,1910.0,1805.0,37077.0,34057.0,37206.0,35031.0,35887.0,38085.0,38456.0,36857.0,67.4,67.0,69.1,70.7,68.0,68.7,71.0,67.5,0.0,0.0,2080768.0,3984775.0,1815806.0,8235743.0,MEM_STRESS,gateway,0
118.8,0.0,13.0,0.0,8.0,8.0,8.0,1.0,3.0,8.0,3.0,0.0,434.0,1900.0,481.0,448.0,420.0,438.0,516.0,433.0,9712339.0,2578049.0,59.8,5120.0,147178.0,721.3,61657088.0,3280.9,1735.0,1865.0,1955.0,3965.0,2690.0,1645.0,1910.0,1805.0,36954.0,34684.0,37756.0,35802.0,36600.0,38270.0,39345.0,37205.0,66.9,67.0,69.3,70.1,67.9,68.5,70.8,67.5,0.0,0.0,2281893.0,3981394.0,1815806.0,8581991.0,MEM_STRESS,gateway,0
119.0,0.0,13.0,6.0,8.0,2.0,8.0,4.0,11.0,5.0,4.0,7.0,434.0,440.0,480.0,448.0,420.0,438.0,515.0,433.0,9746220.0,2582228.0,59.8,10240.0,147178.0,721.3,61657088.0,3129.9,1150.0,1190.0,1225.0,1210.0,1120.0,1130.0,1120.0,1205.0,36804.0,36234.0,37828.0,35802.0,37123.0,38656.0,40654.0,37062.0,66.8,67.0,69.3,70.0,67.9,68.5,71.2,67.5,0.0,0.0,2286328.0,3998921.0,1815806.0,11389393.0,MEM_STRESS,gateway,0
119.2,0.0,13.0,6.0,8.0,2.0,4.0,9.0,0.0,8.0,9.0,0.0,432.0,440.0,471.0,444.0,424.0,438.0,495.0,430.0,9791833.0,2609776.0,59.7,145689600.0,147178.0,721.3,61407232.0,3110.1,1150.0,1190.0,1225.0,1210.0,1120.0,1130.0,1120.0,1205.0,36561.0,37444.0,38795.0,37526.0,38030.0,38848.0,41312.0,37520.0,65.5,66.9,69.9,68.4,68.0,68.3,73.2,67.6,0.0,0.0,284119040.0,3993983.0,1815806.0,11916213.0,MEM_STRESS,gateway,0
119.5,0.0,13.0,6.0,8.0,2.0,4.0,9.0,0.0,8.0,9.0,0.0,432.0,440.0,468.0,443.0,424.0,438.0,489.0,428.0,9794697.0,2647450.0,59.6,145684480.0,147178.0,721.3,61157376.0,3094.5,1150.0,1190.0,1225.0,1210.0,1120.0,1130.0,1120.0,1205.0,36576.0,37491.0,38832.0,37822.0,38236.0,38852.0,41637.0,38121.0,65.2,66.8,69.8,68.1,67.8,68.3,73.9,67.5,0.0,0.0,284119040.0,3963017.0,1815806.0,10818166.0,MEM_STRESS,gateway,0
119.8,0.0,13.0,6.0,8.0,2.0,4.0,8.0,2.0,9.0,7.0,2.0,434.0,440.0,465.0,443.0,423.0,437.0,483.0,426.0,9880603.0,2749974.0,59.5,145684480.0,147178.0,721.3,84527104.0,2953.8,1149.0,1190.0,1225.0,1210.0,1153.0,1159.0,1120.0,1205.0,36783.0,37198.0,37521.0,37573.0,37890.0,38518.0,41196.0,37961.0,64.9,66.6,68.6,68.3,67.5,68.1,73.4,67.3,0.0,0.0,284119040.0,3770786.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
120.0,0.0,13.0,0.0,8.0,2.0,4.0,7.0,2.0,8.0,7.0,3.0,434.0,430.0,465.0,442.0,423.0,435.0,481.0,424.0,9853434.0,2783474.0,59.6,0.0,147178.0,721.3,84527104.0,2612.9,1055.0,1155.0,1130.0,1115.0,1105.0,1159.0,1220.0,1137.0,36878.0,36643.0,37334.0,37419.0,37850.0,37686.0,40898.0,37867.0,64.5,66.2,68.4,68.3,67.4,68.1,73.3,67.1,0.0,0.0,892928.0,3756358.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
120.2,0.0,13.0,0.0,5.0,2.0,7.0,1.0,2.0,5.0,1.0,7.0,411.0,430.0,435.0,429.0,415.0,425.0,470.0,413.0,9835656.0,2795538.0,59.7,0.0,147178.0,721.3,169054208.0,2580.6,1055.0,1155.0,1130.0,1065.0,1105.0,1149.0,1220.0,1105.0,37010.0,36363.0,35013.0,37527.0,37252.0,37178.0,40277.0,37189.0,64.7,64.4,63.3,68.4,65.5,65.0,70.6,65.5,0.0,0.0,892928.0,3749402.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
120.5,0.0,13.0,0.0,4.0,2.0,7.0,1.0,2.0,4.0,0.0,8.0,404.0,424.0,427.0,424.0,411.0,421.0,463.0,410.0,9835656.0,2795538.0,59.7,0.0,147178.0,721.3,169054208.0,2591.2,1055.0,1155.0,1130.0,1065.0,1105.0,1149.0,1220.0,1105.0,36846.0,35960.0,34502.0,37225.0,36747.0,36811.0,39548.0,36383.0,62.9,63.1,62.3,67.3,64.7,64.1,68.9,64.0,0.0,0.0,892928.0,3733199.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
120.8,0.0,13.0,0.0,5.0,2.0,8.0,4.0,4.0,4.0,5.0,8.0,389.0,420.0,411.0,416.0,392.0,417.0,446.0,405.0,9821655.0,2793597.0,59.7,0.0,147178.0,721.3,169054208.0,2607.4,1055.0,1155.0,1246.0,1065.0,1105.0,1143.0,1195.0,1105.0,35745.0,34829.0,31870.0,36176.0,34700.0,35191.0,36919.0,34584.0,59.7,58.0,57.1,62.9,62.5,61.9,63.7,60.5,0.0,0.0,1229692.0,3592933.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
121.0,0.0,13.0,0.0,5.0,2.0,8.0,4.0,9.0,4.0,6.0,7.0,389.0,419.0,406.0,413.0,334.0,415.0,439.0,404.0,9848135.0,2793622.0,59.6,0.0,147178.0,721.3,169054208.0,2675.4,945.0,1105.0,1007.0,955.0,967.0,955.0,1027.0,1080.0,27488.0,28587.0,31870.0,35892.0,29263.0,28369.0,30808.0,32944.0,56.4,57.4,56.1,59.0,61.8,61.8,60.5,58.8,0.0,0.0,1229692.0,3592933.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
121.2,0.0,13.0,0.0,7.0,2.0,4.0,8.0,16.0,4.0,19.0,0.0,294.0,385.0,364.0,322.0,260.0,357.0,338.0,342.0,9841667.0,2795333.0,59.5,0.0,147178.0,721.3,169054208.0,2755.4,945.0,1090.0,1007.0,955.0,967.0,955.0,1040.0,1080.0,23310.0,25021.0,26682.0,27859.0,24040.0,26077.0,23979.0,27089.0,44.2,46.3,46.1,45.7,45.3,50.1,45.4,45.8,0.0,0.0,1229692.0,3592933.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
121.5,0.0,13.0,0.0,7.0,2.0,4.0,8.0,18.0,4.0,18.0,0.0,260.0,369.0,337.0,287.0,252.0,337.0,308.0,308.0,9836689.0,2795333.0,59.5,0.0,147178.0,721.3,169054208.0,2711.7,945.0,1090.0,1007.0,955.0,967.0,955.0,1040.0,1080.0,21919.0,23924.0,24186.0,23444.0,22814.0,24457.0,22358.0,25644.0,38.9,43.3,43.5,39.3,39.5,45.7,39.5,43.9,0.0,0.0,1229692.0,3592933.0,1815806.0,285523968.0,MEM_STRESS,gateway,0
